"Id","Раздел","Инструкция","Приоритет","Уровень пользователя","Сложность","Процессы","Ссылки на инструкции","Ответственный","Квартал","План дата","Статус","Проверил","Формат","Содержание","Распространённые ошибки","Комментарии/Задачи","Путь к оригиналу","Путь к публикации (диск P)","Путь к публикации (URL)"
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
